A3R5OBKS7OM2IR,0000143502,5.0,1358380800
A3R5OBKS7OM2IR,0000143529,5.0,1380672000
AH3QC2PC1VTGP,0000143561,2.0,1216252800
A3LKP6WPMP9UKX,0000143588,5.0,1236902400
AVIY68KEPQ5ZD,0000143588,5.0,1232236800
A1CV1WROP5KTTW,0000589012,5.0,1309651200
AP57WZ2X4G0AA,0000589012,2.0,1366675200
A3NMBJ2LCRCATT,0000589012,5.0,1393804800
A5Y15SAOMX6XA,0000589012,2.0,1307404800
A3P671HJ32TCSF,0000589012,5.0,1393718400
A3VCKTRD24BG7K,0000589012,5.0,1378425600
ANF0AGIV0JCH2,0000589012,5.0,1308182400
A3LDEBLV6MVUBE,0000589012,5.0,1208995200
A1R2XZWQ6NM5M1,0000589012,5.0,1224979200
A36L1XGA5AQIJY,0000589012,1.0,1393113600
A2HWI21H23GDS4,0000589012,4.0,1338681600
A1DNYFL3RSXRMO,0000589012,5.0,1208908800
A39VF226GBM1JH,0000589012,1.0,1218412800
ASB0E2O2FLNA7,0000589012,5.0,1322956800
A19E15Y9V09CVJ,0000589012,5.0,1224806400
A3K979KQ7K0S5K,0000589012,5.0,1251158400
A39ZX6X5H2N4TS,0000589012,5.0,1308182400
A2Z3ZHQI6YXKHH,0000589012,5.0,1359763200
A2RNKU9KJHQ2BV,0000589012,5.0,1363219200
A30WLYNJA3B17H,0000589012,5.0,1224720000
A3LI15T4YR5WD6,0000589012,5.0,1226102400
AV3UWBH6K0ETD,0000589012,2.0,1334966400
A312A70K5UUL1N,0000589012,1.0,1380672000
A23PSBNOBPLCOM,0000589012,5.0,1309910400
ATEOWCA0EHRQR,0000589012,5.0,1225670400
A2T8A34ZSAXGHA,0000589012,2.0,1364083200
A3G3WG4UMDSF8M,0000589012,5.0,1308700800
A3LHVMF6OJXJNM,0000589012,4.0,1401408000
A35ZSFP89PWC5B,0000589012,5.0,1380672000
ALQGU53I8TCU6,0000695009,4.0,1365724800
A1XU4NX76WRGZM,0000791156,5.0,1398297600
A1Z6CDRFVIHES5,000107461X,5.0,1359849600
AR6RBE9S8XZ8C,0001485423,5.0,1363219200
A2X0GJ1KR9B8U0,0001516035,5.0,1335830400
A1Z1NDXGCNMEST,0001517791,5.0,1399680000
A2GWNIH0RTOM67,0001517791,5.0,1294790400
A2DZ09ET7S7ISG,0001526863,5.0,1184716800
A1PRCGRSAJMIFW,0001526863,5.0,1301529600
A1TN0V94A3ECSH,0001526863,5.0,1254009600
A3W3EB24TA5BSI,0001526863,5.0,1376179200
A2647CKYEBQE7N,0001526863,5.0,1381795200
A3478QRKQDOPQ2,0001527665,5.0,1362960000
A3KROYMQ61M7A,0005004101,4.0,1151798400
A1FDW1SPYKB354,0005019222,5.0,1175817600
A8DEM9HR8QORQ,0005019281,5.0,1388361600
ADZPIG9QOCDG5,0005019281,4.0,1203984000
A35947ZP82G7JH,0005019281,3.0,1388361600
A3UORV8A9D5L2E,0005019281,3.0,1388361600
A32MMXBE8TZEHO,0005019281,5.0,1388102400
A2S8D0QSJZ07DJ,0005019281,5.0,1358899200
A12PD8MX7BQW45,0005019281,5.0,1212192000
A1RZSB9J891SCK,0005019281,5.0,1290556800
A1VKW06X1O2X7V,0005019281,5.0,1202860800
A3M1I3T6RCU13B,0005019281,5.0,1387411200
A9ET89HFL6H5V,0005019281,5.0,1388620800
A655QKT9RZE22,0005019281,4.0,1404864000
A204IS3LM0G5WR,0005019281,5.0,1388534400
A2EKHROPDGU1XE,0005019281,5.0,1229040000
A3R27T4HADWFFJ,0005019281,4.0,1387670400
A2L0G56BNOTX6S,0005019281,5.0,1383696000
A5NYUBEKXFLX5,0005019281,5.0,1230595200
A2WT7U5CFGZZZ4,0005019281,5.0,1323043200
APC04EXUKDQJ6,0005019281,3.0,1394150400
A2DJ8B8GE4V2VD,0005019281,5.0,1260835200
AWF2S3UNW9UA0,0005019281,5.0,1386201600
A3OOCXQFN0GPH1,0005019281,5.0,1325548800
A3O4UUT83DG3OU,0005019281,5.0,1379721600
